category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,spread_yes,liquidity,tick_size,close_time,time_to_close_hours
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-HOUASENGUN28-6,Alperen Sengun: 6+,0.0,0.92,0.38,0.38,,516.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAKKNUEPPEL7-4,Kon Knueppel: 4+,0.0,0.92,0.36,0.36,,516.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASDFOX4-25,De'Aaron Fox: 25+,0.0,0.08,0.17,0.17,,515.68,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-PHINCATES27,Noah Cates,0.0,0.97,0.0,0.0,,513.87,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXCS2MAP-26FEB01NRGMOUZ-2,IEM Krakow 2026: NRG vs. MOUZ Map 2,KXCS2MAP-26FEB01NRGMOUZ-2-MOUZ,MOUZ,0.91,1.0,0.955,0.91,0.09,511.61,1,2026-02-15 13:00:00+00:00,128.55
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASDFOX4-4,De'Aaron Fox: 4+,0.0,0.9,0.39,0.39,,511.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-PHITKONECNY11,Travis Konecny,0.0,0.91,0.24,0.24,,509.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NJDMERCER91,Dawson Mercer,0.0,0.97,0.12,0.12,,509.02,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-PHIMMICHKOV39,Matvei Michkov,0.0,0.97,0.24,0.24,,508.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-OTTDCOZENS24,Dylan Cozens,0.0,0.97,0.29,0.29,,508.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYISHOLMSTROM10,Simon Holmstrom,0.0,0.97,0.2,0.2,,508.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIALEE27,Anders Lee,0.0,0.97,0.22,0.22,,508.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NJAGRITSYUK81,Arseny Gritsyuk,0.0,0.97,0.19,0.19,,508.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHRJOSI59,Roman Josi,0.0,0.97,0.17,0.17,,508.05,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-HOUASENGUN28-20,Alperen Sengun: 20+,0.0,0.04,0.12,0.12,,507.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXCS2MAP-26FEB01NRGMOUZ-1,IEM Krakow 2026: NRG vs. MOUZ Map 1,KXCS2MAP-26FEB01NRGMOUZ-1-MOUZ,MOUZ,0.91,1.0,0.955,0.91,0.09,506.38,1,2026-02-15 13:00:00+00:00,128.55
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-DALCFLAGG32-10,Cooper Flagg: 10+,0.0,0.87,0.32,0.32,,506.05,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHALBALL1-6,LaMelo Ball: 6+,0.13,0.97,0.55,0.42,0.84,504.81,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFTTHOMPSON72,Tage Thompson,0.0,0.22,0.23,0.23,,500.51,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-HOUASENGUN28-25,Alperen Sengun: 25+,0.0,0.84,0.23,0.23,,500.14,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-SASVWEMBANYAMA1-20,Victor Wembanyama: 20+,0.99,1.0,0.995,0.99,0.01,499.75,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-CHAKKNUEPPEL7-20,Kon Knueppel: 20+,0.99,1.0,0.995,0.99,0.01,499.62,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-FLAALUNDELL15,Anton Lundell,0.0,0.95,0.21,0.21,,494.09,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-CHAMBRIDGES0-15,Miles Bridges: 15+,0.99,1.0,0.995,0.99,0.01,493.94,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-HOUATHOMPSON1-8,Amen Thompson: 8+,0.0,0.4,0.68,0.68,,493.8,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBASTL-26FEB05SASDAL,San Antonio at Dallas: Steals,KXNBASTL-26FEB05SASDAL-SASVWEMBANYAMA1-3,Victor Wembanyama: 3+,0.0,0.98,0.0,0.0,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASVWEMBANYAMA1-12,Victor Wembanyama: 12+,0.0,0.98,0.55,0.55,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-SASVWEMBANYAMA1-10,Victor Wembanyama: 10+,0.0,0.98,0.83,0.83,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-DALCFLAGG32-8,Cooper Flagg: 8+,0.0,0.98,0.45,0.45,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05SASDAL,San Antonio at Dallas: Rebounds,KXNBAREB-26FEB05SASDAL-DALCFLAGG32-6,Cooper Flagg: 6+,0.0,0.98,0.98,0.98,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAAST-26FEB05SASDAL,San Antonio at Dallas: Assists,KXNBAAST-26FEB05SASDAL-SASSCASTLE5-8,Stephon Castle: 8+,0.0,0.98,0.42,0.42,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBA3PT-26FEB05SASDAL,San Antonio at Dallas: Three Pointers,KXNBA3PT-26FEB05SASDAL-SASSCASTLE5-1,Stephon Castle: 1+,0.0,0.98,0.53,0.53,,493.0,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUKDURANT7-4,Kevin Durant: 4+,0.0,0.98,0.95,0.95,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUATHOMPSON1-8,Amen Thompson: 8+,0.0,0.98,0.43,0.43,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-HOUASENGUN28-8,Alperen Sengun: 8+,0.0,0.98,0.8,0.8,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHAMBRIDGES0-6,Miles Bridges: 6+,0.0,0.98,0.61,0.61,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHALBALL1-6,LaMelo Ball: 6+,0.0,0.98,0.0,0.0,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAREB-26FEB05CHAHOU,Charlotte at Houston: Rebounds,KXNBAREB-26FEB05CHAHOU-CHALBALL1-4,LaMelo Ball: 4+,0.0,0.98,0.89,0.89,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-HOUASENGUN28-8,Alperen Sengun: 8+,0.0,0.98,0.25,0.25,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAMBRIDGES0-4,Miles Bridges: 4+,0.0,0.98,0.4,0.4,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHALBALL1-4,LaMelo Ball: 4+,0.0,0.98,0.0,0.0,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-HOUKDURANT7-5,Kevin Durant: 5+,0.0,0.98,0.92,0.92,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-HOUKDURANT7-4,Kevin Durant: 4+,0.0,0.98,0.5,0.5,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAMBRIDGES0-4,Miles Bridges: 4+,0.0,0.98,0.14,0.14,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBA3PT-26FEB05CHAHOU,Charlotte at Houston: Three Pointers,KXNBA3PT-26FEB05CHAHOU-CHAMBRIDGES0-3,Miles Bridges: 3+,0.0,0.98,0.3,0.3,,493.0,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAAST-26FEB05CHAHOU,Charlotte at Houston: Assists,KXNBAAST-26FEB05CHAHOU-CHAKKNUEPPEL7-8,Kon Knueppel: 8+,0.0,0.06,0.05,0.05,,487.96,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNBAPTS-26FEB05CHAHOU,Charlotte at Houston: Points,KXNBAPTS-26FEB05CHAHOU-CHALBALL1-30,LaMelo Ball: 30+,0.0,0.16,0.19,0.19,,479.01,1,2026-02-20 01:00:00+00:00,236.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITBKINDEL81,Ben Kindel,0.0,0.22,0.04,0.04,,478.69,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-PITEMALKIN71,Evgeni Malkin,0.0,0.97,0.31,0.31,,477.01,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-BUFRMCLEOD71,Ryan McLeod,0.0,0.97,0.21,0.21,,476.04,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-PHICDVORAK22,Christian Dvorak,0.0,0.97,0.26,0.26,,476.04,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIEHEINEMAN51,Emil Heineman,0.0,0.97,0.22,0.22,,476.04,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITSCROSBY87,Sidney Crosby,0.0,0.23,0.23,0.23,,474.1,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBAPTS-26FEB05SASDAL,San Antonio at Dallas: Points,KXNBAPTS-26FEB05SASDAL-DALCFLAGG32-35,Cooper Flagg: 35+,0.0,0.07,0.09,0.09,,471.73,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXCS2MAP-26FEB01NRGMOUZ-1,IEM Krakow 2026: NRG vs. MOUZ Map 1,KXCS2MAP-26FEB01NRGMOUZ-1-NRG,NRG,0.0,0.06,0.06,0.06,,466.68,1,2026-02-15 13:00:00+00:00,128.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITAMANTHA39,Anthony Mantha,0.0,0.23,0.06,0.06,,466.59,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-FLAUBALINSKIS26,Uvis Balinskis,0.0,0.98,0.1,0.1,,445.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLGOAL-26FEB05FLATB,FLA Panthers at TB Lightning: Anytime Goal,KXNHLGOAL-26FEB05FLATB-FLAGFORSLING42,Gustav Forsling,0.0,0.98,0.08,0.08,,445.0,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-PITEKARLSSON65,Erik Karlsson,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-BUFIROSEN63,Isak Rosen,0.0,0.98,0.13,0.13,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: Anytime Goal,KXNHLGOAL-26FEB05PITBUF-BUFBBYRAM4,Bowen Byram,0.0,0.98,0.15,0.15,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-PHICYORK8,Cam York,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-OTTTCHABOT72,Thomas Chabot,0.0,0.98,0.1,0.1,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-OTTSHALLIDAY83,Stephen Halliday,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-OTTJSPENCE10,Jordan Spence,0.0,0.98,0.09,0.09,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05OTTPHI,OTT Senators at PHI Flyers: Anytime Goal,KXNHLGOAL-26FEB05OTTPHI-OTTJSANDERSON85,Jake Sanderson,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYITDEANGELO77,Tony DeAngelo,0.0,0.98,0.11,0.11,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIMTSYPLAKOV7,Maxim Tsyplakov,0.0,0.98,0.15,0.15,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIMSCHAEFER48,Matthew Schaefer,0.0,0.98,0.97,0.97,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYIJDROUIN29,Jonathan Drouin,0.0,0.98,0.17,0.17,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NYICRITCHIE64,Calum Ritchie,0.0,0.98,0.17,0.17,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NJSNEMEC17,Simon Nemec,0.0,0.98,0.08,0.08,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NYINJ,NYI Islanders at NJ Devils: Anytime Goal,KXNHLGOAL-26FEB05NYINJ-NJDHAMILTON7,Dougie Hamilton,0.0,0.98,0.12,0.12,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-WSHJCARLSON74,John Carlson,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHNBLANKENBURG37,Nick Blankenburg,0.0,0.98,0.08,0.08,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHMWOOD71,Matthew Wood,0.0,0.98,0.13,0.13,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHMBUNTING58,Michael Bunting,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHLEVANGELISTA77,Luke Evangelista,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: Anytime Goal,KXNHLGOAL-26FEB05NSHWSH-NSHEHAULA56,Erik Haula,0.0,0.98,0.0,0.0,,445.0,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHSSTAMKOS91,Steven Stamkos,0.0,0.15,0.07,0.07,,439.89,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHDSTROME17,Dylan Strome,0.0,0.15,0.07,0.07,,439.01,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHAOVECHKIN8,Alex Ovechkin,0.0,0.15,0.08,0.08,,439.01,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFRMCLEOD71,Ryan McLeod,0.0,0.23,0.04,0.04,,436.51,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHJMARCHESSAULT81,Jonathan Marchessault,0.0,0.15,0.05,0.05,,436.21,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFJQUINN22,Jack Quinn,0.0,0.23,0.05,0.05,,435.85,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITEKARLSSON65,Erik Karlsson,0.0,0.23,0.03,0.03,,434.96,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHFFORSBERG9,Filip Forsberg,0.0,0.15,0.07,0.07,,433.6,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFJDOAN91,Josh Doan,0.0,0.23,0.05,0.05,,432.16,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITBRUST17,Bryan Rust,0.0,0.23,0.06,0.06,,431.29,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHJCHYCHRUN6,Jakob Chychrun,0.0,0.15,0.04,0.04,,430.12,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFRDAHLIN26,Rasmus Dahlin,0.0,0.23,0.05,0.05,,427.81,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBAAST-26FEB05UTAATL,Utah at Atlanta: Assists,KXNBAAST-26FEB05UTAATL-ATLNALEXANDERWALKER7-8,Nickeil Alexander-Walker: 8+,0.0,0.06,0.06,0.06,,427.62,1,2026-02-20 00:30:00+00:00,236.05
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHJCARLSON74,John Carlson,0.0,0.15,0.03,0.03,,427.51,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHRJOSI59,Roman Josi,0.0,0.15,0.04,0.04,,426.64,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-NSHROREILLY90,Ryan O'Reilly,0.0,0.15,0.05,0.05,,424.9,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFIROSEN63,Isak Rosen,0.0,0.23,0.0,0.0,,424.33,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNBABLK-26FEB05SASDAL,San Antonio at Dallas: Blocks,KXNBABLK-26FEB05SASDAL-SASVWEMBANYAMA1-4,Victor Wembanyama: 4+,0.0,0.76,0.27,0.27,,423.98,1,2026-02-20 01:30:00+00:00,237.05
Sports,KXNHLFIRSTGOAL-26FEB05NSHWSH,NSH Predators at WSH Capitals: First Goal,KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHEFRANK53,Ethen Frank,0.0,0.15,0.04,0.04,,423.16,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITEMALKIN71,Evgeni Malkin,0.0,0.23,0.06,0.06,,420.85,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFBBYRAM4,Bowen Byram,0.0,0.23,0.03,0.03,,420.85,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-BUFNOSTLUND86,Noah Ostlund,0.0,0.23,0.04,0.04,,419.98,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXNHLFIRSTGOAL-26FEB05PITBUF,PIT Penguins at BUF Sabres: First Goal,KXNHLFIRSTGOAL-26FEB05PITBUF-PITRSHEA5,Ryan Shea,0.0,0.23,0.0,0.0,,418.24,1,2026-02-20 00:00:00+00:00,235.55
Sports,KXWOCURLGAME-26FEB06KORGBR,Korea Republic vs Great Britain,KXWOCURLGAME-26FEB06KORGBR-GBR,Great Britain,0.01,0.99,0.5,0.0,0.98,396.0,1,2026-02-20 13:35:00+00:00,249.13
