category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,close_time,time_to_close_hours
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKBBOWMAN42-2,Braeden Bowman: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-VGKBBOWMAN42-1,Braeden Bowman: 1+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAQBYFIELD55-3,Quinton Byfield: 3+,0.0,0.04,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAQBYFIELD55-1,Quinton Byfield: 1+,0.0,0.44,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAKFIALA22-3,Kevin Fiala: 3+,0.0,0.06,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAKFIALA22-2,Kevin Fiala: 2+,0.0,0.22,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAKFIALA22-1,Kevin Fiala: 1+,0.0,0.55,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LACPERRY10-3,Corey Perry: 3+,0.0,0.06,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LACPERRY10-2,Corey Perry: 2+,0.0,0.15,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LACPERRY10-1,Corey Perry: 1+,0.0,0.48,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LABCLARKE92-3,Brandt Clarke: 3+,0.0,0.03,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LABCLARKE92-2,Brandt Clarke: 2+,0.0,0.12,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LABCLARKE92-1,Brandt Clarke: 1+,0.0,0.44,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAALAFERRIERE14-3,Alex Laferriere: 3+,0.0,0.04,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAALAFERRIERE14-2,Alex Laferriere: 2+,0.0,0.12,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAALAFERRIERE14-1,Alex Laferriere: 1+,0.0,0.42,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKUZMENKO96-3,Andrei Kuzmenko: 3+,0.0,0.04,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKUZMENKO96-2,Andrei Kuzmenko: 2+,0.0,0.11,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKUZMENKO96-1,Andrei Kuzmenko: 1+,0.0,0.41,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKOPITAR11-3,Anze Kopitar: 3+,0.0,0.04,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKOPITAR11-2,Anze Kopitar: 2+,0.0,0.11,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKEMPE9-3,Adrian Kempe: 3+,0.0,0.07,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKEMPE9-2,Adrian Kempe: 2+,0.0,0.23,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLPTS-26FEB05LAVGK,LA Kings at VGK Golden Knights: Points,KXNHLPTS-26FEB05LAVGK-LAAKEMPE9-1,Adrian Kempe: 1+,0.0,0.58,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLFIRSTGOAL-26FEB05LAVGK,LA Kings at VGK Golden Knights: First Goal,KXNHLFIRSTGOAL-26FEB05LAVGK-LAQBYFIELD55,Quinton Byfield,0.0,0.05,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKTHERTL48-2,Tomas Hertl: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKTHERTL48-1,Tomas Hertl: 1+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKSTHEODORE27-2,Shea Theodore: 2+,0.0,0.11,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKSTHEODORE27-1,Shea Theodore: 1+,0.0,0.4,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKPDOROFEYEV16-2,Pavel Dorofeyev: 2+,0.0,0.08,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKPDOROFEYEV16-1,Pavel Dorofeyev: 1+,0.0,0.34,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKNHANIFIN15-2,Noah Hanifin: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKNHANIFIN15-1,Noah Hanifin: 1+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKMMARNER93-2,Mitch Marner: 2+,0.0,0.21,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKJEICHEL9-2,Jack Eichel: 2+,0.0,0.28,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKJEICHEL9-1,Jack Eichel: 1+,0.0,0.66,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKIBARBASHEV49-2,Ivan Barbashev: 2+,0.0,0.09,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKIBARBASHEV49-1,Ivan Barbashev: 1+,0.0,0.36,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKBBOWMAN42-2,Braeden Bowman: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-VGKBBOWMAN42-1,Braeden Bowman: 1+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAQBYFIELD55-2,Quinton Byfield: 2+,0.0,0.07,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAQBYFIELD55-1,Quinton Byfield: 1+,0.0,0.3,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAKFIALA22-2,Kevin Fiala: 2+,0.0,0.1,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAKFIALA22-1,Kevin Fiala: 1+,0.0,0.39,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LACPERRY10-2,Corey Perry: 2+,0.0,0.08,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LACPERRY10-1,Corey Perry: 1+,0.0,0.32,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LABCLARKE92-2,Brandt Clarke: 2+,0.0,0.09,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LABCLARKE92-1,Brandt Clarke: 1+,0.0,0.37,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAALAFERRIERE14-2,Alex Laferriere: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAALAFERRIERE14-1,Alex Laferriere: 1+,0.0,0.26,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAAKUZMENKO96-2,Andrei Kuzmenko: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAAKUZMENKO96-1,Andrei Kuzmenko: 1+,0.0,0.26,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAAKOPITAR11-2,Anze Kopitar: 2+,0.0,0.0,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAAKOPITAR11-1,Anze Kopitar: 1+,0.0,0.29,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAAKEMPE9-2,Adrian Kempe: 2+,0.0,0.11,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNHLAST-26FEB05LAVGK,LA Kings at VGK Golden Knights: Assists,KXNHLAST-26FEB05LAVGK-LAAKEMPE9-1,Adrian Kempe: 1+,0.0,0.4,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-170,Over 170.5 points scored,0.15,0.26,0.205,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-167,Over 167.5 points scored,0.21,0.28,0.245,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-164,Over 164.5 points scored,0.28,0.32,0.3,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-143,Over 143.5 points scored,0.72,0.77,0.745,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Total Points,KXNCAAMBTOTAL-26FEB05UCRVCSF-140,Over 140.5 points scored,0.77,0.87,0.82,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-156,Over 156.5 points scored,0.08,0.19,0.135,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-153,Over 153.5 points scored,0.13,0.23,0.18,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-150,Over 150.5 points scored,0.2,0.28,0.24,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-147,Over 147.5 points scored,0.26,0.31,0.285,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-129,Over 129.5 points scored,0.69,0.73,0.71,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05TARLCBU,Tarleton St. at California Baptist: Total Points,KXNCAAMBTOTAL-26FEB05TARLCBU-126,Over 126.5 points scored,0.73,0.8,0.765,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-159,Over 159.5 points scored,0.18,0.26,0.22,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-156,Over 156.5 points scored,0.23,0.29,0.26,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-153,Over 153.5 points scored,0.31,0.35,0.33,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-135,Over 135.5 points scored,0.74,0.78,0.76,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Total Points,KXNCAAMBTOTAL-26FEB05LBSUUCSD-132,Over 132.5 points scored,0.75,0.85,0.8,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-165,Over 165.5 points scored,0.73,0.75,0.74,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSNCP,Cal State Northridge at Cal Poly: Total Points,KXNCAAMBTOTAL-26FEB05CSNCP-162,Over 162.5 points scored,0.73,0.8,0.765,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-160,Over 160.5 points scored,0.11,0.22,0.165,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-157,Over 157.5 points scored,0.18,0.25,0.215,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-154,Over 154.5 points scored,0.24,0.31,0.275,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-151,Over 151.5 points scored,0.31,0.37,0.34,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-136,Over 136.5 points scored,0.67,0.73,0.7,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBTOTAL-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Total Points,KXNCAAMBTOTAL-26FEB05CSBUCI-130,Over 130.5 points scored,0.75,0.86,0.805,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-UCRV9,UC Riverside wins by over 9.5 Points,0.04,0.12,0.08,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-UCRV6,UC Riverside wins by over 6.5 Points,0.12,0.2,0.16,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-UCRV3,UC Riverside wins by over 3.5 Points,0.18,0.25,0.215,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF21,Cal State Fullerton wins by over 21.5 Points,0.03,0.11,0.07,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF18,Cal State Fullerton wins by over 18.5 Points,0.09,0.16,0.125,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF15,Cal State Fullerton wins by over 15.5 Points,0.16,0.23,0.195,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton: Spread,KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF12,Cal State Fullerton wins by over 12.5 Points,0.26,0.31,0.285,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-TARL5,Tarleton St. wins by over 5.5 Points,0.03,0.11,0.07,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-CBU25,California Baptist wins by over 25.5 Points,0.03,0.13,0.08,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-CBU22,California Baptist wins by over 22.5 Points,0.1,0.18,0.14,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05TARLCBU,Tarleton St. at California Baptist: Spread,KXNCAAMBSPREAD-26FEB05TARLCBU-CBU19,California Baptist wins by over 19.5 Points,0.17,0.24,0.205,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Spread,KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD24,UC San Diego wins by over 24.5 Points,0.05,0.16,0.105,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Spread,KXNCAAMBSPREAD-26FEB05LBSUUCSD-LBSU6,Long Beach St. wins by over 6.5 Points,0.03,0.12,0.075,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05LBSUUCSD,Long Beach St. at UC San Diego: Spread,KXNCAAMBSPREAD-26FEB05LBSUUCSD-LBSU3,Long Beach St. wins by over 3.5 Points,0.09,0.16,0.125,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CSN7,Cal State Northridge wins by over 7.5 Points,0.3,0.34,0.32,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CSN16,Cal State Northridge wins by over 16.5 Points,0.03,0.11,0.07,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CP14,Cal Poly wins by over 14.5 Points,0.03,0.11,0.07,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSNCP,Cal State Northridge at Cal Poly: Spread,KXNCAAMBSPREAD-26FEB05CSNCP-CP11,Cal Poly wins by over 11.5 Points,0.12,0.15,0.135,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI4,UC Irvine wins by over 4.5 Points,0.82,0.92,0.87,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI31,UC Irvine wins by over 31.5 Points,0.05,0.15,0.1,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI28,UC Irvine wins by over 28.5 Points,0.14,0.21,0.175,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI25,UC Irvine wins by over 25.5 Points,0.21,0.28,0.245,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNCAAMBSPREAD-26FEB05CSBUCI,Cal State Bakersfield at UC Irvine: Spread,KXNCAAMBSPREAD-26FEB05CSBUCI-UCI1,UC Irvine wins by over 1.5 Points,0.88,0.97,0.925,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-PHITMAXEY0-1,Tyrese Maxey: 1+,0.09,0.88,0.485,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLJAMES23-1,LeBron James: 1+,0.5,0.73,0.615,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLDONCIC77-3,Luka Dončić: 3+,0.0,0.22,0.0,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLDONCIC77-2,Luka Dončić: 2+,0.01,0.4,0.205,0.0,2026-02-20 03:00:00+00:00,238.78
Sports,KXNBASTL-26FEB05PHILAL,Philadelphia at Los Angeles L: Steals,KXNBASTL-26FEB05PHILAL-LALLDONCIC77-1,Luka Dončić: 1+,0.05,0.82,0.435,0.0,2026-02-20 03:00:00+00:00,238.78
